FahrzeugID,Tag,Stunde,Oeltemperatur,Motordruck,Drehzahl,Fehlalarme,Reifendruck,Bremsweg,Maschine1,Maschine2,Maschine3,Maschine4,Maschine5,Maschine6,Maschine7,Maschine8,Maschine9,Maschine10
A1,Mo,10,92.20350319464012,2.109100547607716,1512.4410287668036,1,32.06740882230424,49.27345873216935,124.70267792481005,125.66179455010312,125.72930926214154,133.15064471641853,111.14109625253371,134.3933677409545,126.80202745903097,141.04690985343316,134.68980001845998,138.6721107953087
A1,Mo,11,90.28129629045584,2.01871894656369,1548.2735171952595,1,31.790149073293097,47.58818454870655,119.3793380555917,133.70170408973868,122.73768883827664,143.88524897451805,120.22785584173158,128.2892914369731,123.3697669039426,132.4351734118219,135.55054620181977,125.46239435775549
A1,Mo,12,91.89022481580302,2.6525874944606453,1561.5476861472566,1,32.45007707616714,51.17227052658713,120.25680429739818,134.36223578830226,130.3309927204887,135.20495951786611,121.91002302085973,134.5256097997828,124.98047813757736,136.52224559935425,133.28603745490054,125.11965907232918
A1,Mo,13,92.61574196643718,2.5874712656667054,1550.3653186370316,1,31.79997187826522,48.52854276615697,114.23717314169993,122.49615803396414,125.8251139905467,135.72035541085316,114.8018192898019,127.32668629074968,119.05751747509753,136.78652270968317,129.92734097305055,125.40099356270407
A1,Mo,14,87.32063917911233,2.233036550521053,1628.019007056644,0,31.371748138878182,45.80890010484859,121.08229294790988,130.22785919951906,121.74199826197092,150.71972044662664,118.16959511159006,119.87428706671196,128.93227157384715,131.69106767615807,136.2621666739811,121.0373963078365
A1,Mo,15,89.6557906755993,2.400997455796092,1593.287759708506,0,31.691443476293696,47.04645928046825,121.5888351621856,121.93886346412738,129.72690845043783,146.33203427686436,116.88648132730204,138.25675493239746,121.36584116932052,144.21857898875922,128.34629298385173,118.60040133368436
A1,Mo,16,89.28782411638,2.6744011360944606,1549.0278929550225,0,31.678581051159732,47.24229554582052,113.76108409017576,138.16205651965817,117.84929311019684,137.79977756651508,115.65370288643044,137.2063664453306,120.8206892441028,140.8158187607748,132.05116530509792,120.09245674476024
A1,Mo,17,91.38631042278982,2.3398119391146937,1519.9891561420602,0,31.99802489661006,48.378284483472086,110.51311508755671,136.40270380838732,121.92433161114334,150.55658820808125,118.43424256382986,130.35486207819872,130.19663570051716,134.45751055718245,129.5678361697382,126.0379913064286
A1,Mo,18,92.65497140156,2.207094050271006,1518.888141754686,1,31.99214022534783,49.086041735827415,122.90657067017862,126.85149571367444,129.38377324976162,142.75868505232538,111.44936021036258,121.06164194034108,121.89714947859072,131.65398635909395,137.80968658873388,132.76429887919662
A1,Mo,19,88.68144637357717,2.2184169294457408,1563.0811527986234,1,32.231252411171816,50.84742896334299,118.80387601065122,134.26987355533927,123.64479768855728,136.93452658545812,124.56158819919986,135.3261354127346,119.03977449932393,132.76613244105047,138.02461460889288,119.0166976539324
A1,Mo,20,92.31203498856934,2.433411220693958,1515.042671095404,0,32.531857977250446,50.92535920025325,119.2647130924893,125.87251401603744,123.39307079173504,142.0646572713781,112.18137723598012,125.88889802216784,129.21843605745957,136.2248328555436,129.46528412314436,122.6448084719084
A1,Mo,21,90.6961498120729,2.010383131700535,1479.6268112811722,3,31.776578883872197,47.35965854486446,121.55453782799002,137.37678108474776,129.28829811601008,139.20030735018287,114.90491896048655,124.98735317681096,127.90743432003804,133.5567068053993,133.61359280169046,120.8638452822384
A1,Mo,22,91.55803954272352,2.6065477826005155,1544.561992577157,0,31.741921672136517,46.97039629010649,122.2883822721442,130.3482633225944,129.91752153179232,142.36813693863783,115.27175288969286,141.37880648783602,130.03113342524964,132.84028899195815,141.29983503243466,131.002057742067
A1,Mo,23,95.44826337073144,2.277813612874098,1598.815456324055,1,31.093701296001203,43.9348261334462,125.16300202008988,120.94934337501992,115.4364674146789,141.81238229402652,117.85673755163394,134.85261910006605,131.70981508264734,142.38329312714814,135.5012147668121,124.33850278028768
A1,Di,0,89.77916665262428,2.2435557622025577,1564.773876221159,0,31.793493949177382,47.65638046424215,126.1890815598673,122.02786170602816,122.00312488523112,140.0262184985909,115.2349029688237,127.74967264260378,131.1142496617375,129.66189785308703,131.28810257489354,125.60147815855947
A1,Di,1,91.54331650217624,2.4423229756177776,1493.7678954081066,1,31.546396428891637,45.75454039033034,127.75575987761262,130.5783731714643,130.89648592031912,140.33759240705055,125.30373962440991,138.77670421221603,126.75517925760464,139.85785475477178,135.22687974792575,131.84315778766174
A1,Di,2,87.10522961825968,2.437210291999688,1602.9212243424795,0,32.226276078413015,50.65819068073846,119.31461089479072,131.00067209586712,114.14567085934794,137.56642751978626,121.67222820432067,134.9077368836504,129.65350278531966,134.92640870682533,135.98202714848162,123.59307446724456
A1,Di,3,85.00592041141498,2.2987601720652253,1570.155966354279,0,32.2722329525021,50.00901764649012,121.83299123048424,125.30060106836322,122.43066541331652,134.70393239055525,114.68660451363414,134.7757116025062,123.07136976832228,137.5202325775892,129.3487119081378,121.03563583868828
A1,Di,4,89.67890892013632,2.092951535516125,1522.317534732641,0,31.79407722044838,47.694151462560434,120.21067040870965,132.5729449534527,131.02317536287913,144.25677132300254,111.89818138732224,126.31793913871176,130.89752200774927,132.2636008183124,125.85972990438188,136.87070871700297
A1,Di,5,89.06782720614842,2.174695163462291,1440.3934971879012,1,31.38805141023771,45.03619246261037,120.14310279783912,134.8431157815221,120.13865726137963,140.3974122590877,122.61893705096904,117.7162647156826,123.9474707651039,130.47729058106464,131.06547438719795,124.76104561313232
A1,Di,6,86.81621210116023,2.1691253307773968,1511.3387514773588,1,32.36467827444616,51.16599298963924,123.26817130667662,125.63012940257452,124.98352039836324,151.87164701746195,120.07266346343648,127.79747720563238,135.9101909148189,133.05965405101293,128.65799015848367,131.97865967964282
A1,Di,7,86.0710521299643,1.9172444839463283,1597.0642289030238,1,31.972032900120894,47.28451989784782,117.70945048584312,126.870035348728,123.0904488881562,137.9327438059115,110.85708114490632,127.27415400334078,115.48620239168892,138.42321100777585,133.95126634491572,124.57545583752083
A1,Di,8,90.71197315427924,2.3547154806277253,1513.799910169785,2,31.079807376651914,42.99178415663589,122.71680096189968,126.68688120527077,127.8529933429658,136.1837042172874,105.9755894966774,121.8622878105842,128.24042473330692,136.29861250860742,127.47841687447796,128.19296229388686
A1,Di,9,85.01543981319313,2.2867840402705366,1489.4491900118771,0,31.597708761414065,46.77761958709421,116.99015660551808,133.8012554731768,130.53164552414222,143.8581907465067,111.38330458774384,142.16924039201209,119.14878405829054,129.83685465482853,132.84864642195186,125.44696959572823
A1,Di,10,91.46413223813624,2.6160268190150404,1544.00745403172,1,31.829615247595505,47.04456446804898,118.40471489466827,132.7174157648189,130.174604635403,128.95946724163062,116.80389212336716,128.6489834066123,132.73808468830703,133.74938699462746,138.5052621658115,121.6179348975798
A1,Di,11,83.30901027712233,2.510318608134333,1507.8227518877266,0,31.67428421061338,47.34269841357341,124.14702790591744,118.94432345496055,126.17807279054284,143.85432596943485,107.60706877110078,135.71877021603464,129.69248203747208,132.923560430496,135.16390933053142,136.353464289022
A1,Di,12,90.54559876517548,2.349644117260067,1527.031955022988,0,32.66984055911514,52.52931393737887,122.0101724002346,128.2623663311352,129.14569342292634,146.43487481924797,112.7768122087718,127.86296028775264,125.23677113326497,139.8192515935768,136.86778723760062,131.9295166064555
A1,Di,13,93.02580884954652,1.973556384114296,1564.04821604591,0,32.446217776441735,52.48813293446755,123.27182828177028,129.72207664544771,126.3998431315991,134.3725547635081,127.22875989808414,130.64610590987613,128.54697397302448,138.62883311949346,134.40504615868358,126.11942012139566
A1,Di,14,87.62857663366407,2.394293671427199,1644.1012248237516,0,31.86227971760003,48.55165005571547,120.50047721289847,129.54886167971895,128.90536633808227,152.69345550868744,117.61976333553896,127.05956586842724,127.33299571054228,140.35498233602627,129.085996992935,129.26123244515134
A1,Di,15,83.03778787806561,2.2540240857107223,1581.4070006740335,0,32.747173872558626,53.00706457586818,118.70204324318198,122.48428523440948,123.77128467957029,138.63638215126164,101.51556678529214,129.7285256674109,126.84532734895662,138.4810318240671,141.24478047472672,130.6328251477388
A1,Di,16,89.1933339283355,2.0786948182516656,1678.667990162493,0,31.592355683412674,45.65236888429656,123.37140234373388,129.42577990258488,125.7751831179776,152.84963419845167,109.46447772699987,136.94291134520145,114.70324321475314,124.60811672540528,125.79679961156216,119.11235817362532
A1,Di,17,90.61110539441655,2.3579684528336933,1537.2589365813817,1,31.267376933588558,44.020382951670726,118.19054514383498,129.65205088543496,127.42657998280228,136.13666428863266,114.55389412203164,130.14991817263578,124.47764948270236,131.35842425026058,132.49372888818667,124.34827427006395
A1,Di,18,91.5014325582619,2.0893482558710006,1532.4659236060606,0,32.243459033598725,50.13287990461048,122.2213165574302,128.1951691709046,130.79664901682125,134.59468336200052,118.07967803472133,132.96550628984193,126.45226780343005,136.6306651112106,125.74443211807348,129.62013509603452
A1,Di,19,89.44529359067103,2.195455395896192,1602.4504612918445,0,31.009769568046902,42.74067885918535,123.7817578464369,122.93487827329112,131.23347368264794,129.1506115647957,106.23265291874668,127.27538882520544,132.85911345086367,134.84520874681712,130.32142463556715,131.7302210373236
A1,Di,20,96.46571861529922,2.4344514568827544,1518.8572748449358,2,31.490384711606538,46.38072095907192,116.10847637298843,130.9792262754884,120.10813611192484,142.04126377857236,106.4870819788108,135.1457781866282,130.36298741206522,136.28014867156938,136.91345491972757,133.32737222231287
A1,Di,21,93.0431101950544,1.9318251537336708,1486.0211516632148,0,31.930350819451064,48.59567508868888,112.82817516420576,132.90511004932992,117.37992379136485,136.00780476291473,121.70655959850068,125.58111105567866,130.86983479600838,126.23213141045656,142.4065732838257,123.47723180756373
A1,Di,22,90.28596242084316,2.335807359309793,1580.3783432165678,0,33.12084771857953,55.68025361480638,119.51970050137676,135.74636663142837,121.48411787437055,139.8250575475152,123.85400317817756,126.86516471106115,137.06224278998465,138.53875967727737,129.18766612052866,128.1620386952776
A1,Di,23,92.91766334888018,2.424361992443439,1471.4887640054772,0,31.89855742535596,47.32126434297397,125.3228433901335,130.5980283444353,129.08349258856785,143.09330979854963,121.431343067023,135.31104925456856,125.7312784573178,138.16470816896734,124.36724069151128,124.71047546331108
A1,Mi,0,92.45545420391562,2.3267695308492,1572.3319865758542,2,31.952743960704233,48.084955128391385,120.14878069747871,134.69141902988,122.41977635891313,140.48060388470492,112.6886235564748,127.82751886283842,126.4541393826568,136.11066885816857,129.60625689168262,131.2787806278676
A1,Mi,1,87.31617809334149,2.262625671167728,1528.0134470862913,0,32.24273315564251,51.130637727859664,124.33882512085444,131.41516102697608,118.2526821428724,142.9275173042929,118.56699795102725,130.23508606561873,134.1158547529573,131.58284104934938,129.45071211250013,112.57694210457092
A1,Mi,2,92.759482530443,2.3627723926940267,1465.9089837433385,1,31.788703977296446,47.098918535734114,115.97606541669838,124.96942053458253,119.74544021085909,130.3316084944622,108.96302084176811,124.64710960161416,131.41311618228573,134.17138473426692,127.8720757849127,136.54861377703094
A1,Mi,3,88.00830925936,2.533420582876727,1631.0554278893858,0,31.604049982449315,46.40700913499455,116.88429736787616,127.22261440419872,121.81306436346742,145.94508265553776,122.10252123994928,127.14626853125262,123.83822213447884,137.35707778193202,129.23888477859515,128.16465908877754
A1,Mi,4,90.6087690625539,1.9968511770005533,1627.3752600665032,0,31.65794227799991,46.91239492470192,122.91900188078144,132.71749551394672,130.41804826952736,135.747217706689,115.52367649319064,121.25726507521236,121.71329849785576,139.4205041827959,127.24658104297336,120.79545600976073
A1,Mi,5,89.97516577634985,2.438952206169308,1496.9586602082952,0,32.551635647284265,51.565179820344255,132.6346621293681,127.3456561353984,122.5528027874089,145.22080438534536,118.40945744813156,139.23353662868016,130.91964092662982,133.2035395460647,134.95327415346154,130.54351790291454
A1,Mi,6,92.46144654359207,2.40145480622146,1603.3337344794577,1,31.925103446092255,47.49864575904944,120.73356843216662,136.0325448325418,120.9153216450638,141.8433665443645,113.0333059383632,130.1437241146741,134.3922593130365,135.9554953400995,132.23218274078076,118.2007192951004
A1,Mi,7,92.23876069808166,2.429096836228215,1658.162736165273,1,32.775459279131965,52.73235983929042,119.52352233806523,131.3951076288517,128.0394825485827,140.9330456157818,112.76783192724736,130.97044996449154,133.36815874929886,129.8674235029447,132.66484837073438,121.49939592530411
A1,Mi,8,93.58513988677451,1.9953626190432447,1522.0539076364205,1,32.59252665691896,52.69657208770302,119.67124869463508,127.224002366534,134.40578534720294,132.7599304979188,104.00597021689958,132.20007225026666,125.48972887823696,129.89383591434645,135.54178223649677,126.219003568856
A1,Mi,9,88.30776410778981,2.043939120265821,1593.6228664140071,1,31.824587664640106,47.702472408661855,129.23318498023832,124.64957616836924,117.37237414537633,136.5404596505938,114.77206991822251,131.21669724661345,126.79381971071837,136.7602769825715,125.74230287904778,132.2188230203663
A1,Mi,10,89.75354646482229,2.5234591663176253,1567.1362673188853,2,31.471832038450952,45.16689366737084,121.6162288145449,136.24600883743767,127.45702283509748,134.84641248599235,114.75116745175458,131.87488969169854,124.21300241550846,128.20864401638323,130.41951065781737,121.29583796016148
A1,Mi,11,89.9571329058301,1.981719070500742,1578.2350531268078,1,31.98945106279559,47.92383286084654,119.1348256065154,126.55920154949864,137.3613973113633,137.52066910996356,120.1176076123283,124.53185526968302,129.8606569554658,137.39436081965917,131.87911511450935,122.14497640180214
A1,Mi,12,89.21003429215811,2.219342099605376,1670.1013140917728,1,31.42434688688749,45.371043996077454,120.18830116583968,128.65406934159304,124.5693077725832,139.10494016441257,111.34061457184892,130.97705142498316,122.6868361129195,139.9444136865451,135.11654903327303,122.53268591817992
A1,Mi,13,88.66505003587842,2.3551021124696505,1510.0727342196908,1,32.06236066545635,49.0737771860753,121.9663157569184,133.40722540178643,122.10268362964965,145.44504990892386,115.57266683107731,134.75072735499415,127.01023436715836,141.58639113365592,134.00671813512395,135.91253512088542
A1,Mi,14,88.89143514953331,2.340909879218149,1498.421187656492,1,33.255965500832176,56.89503105516216,119.5168554668839,125.333932961772,128.7666288018862,134.36086389749346,117.82138694013368,127.48872141902936,129.05797485190195,140.45523051082333,131.44633285459653,129.66439542164312
A1,Mi,15,92.61947564585743,1.927133694338181,1504.9199626982213,0,32.301168356078264,51.14129490783646,128.41963845728935,127.7055786856553,130.3934041671565,139.80745765249645,114.1368635002959,134.41829968743338,131.2616143920671,127.11803921507877,139.38270174862947,131.90045677073726
A1,Mi,16,88.12331189547142,2.3791607066874816,1574.701509314137,0,32.145350253710525,48.97140038281783,118.54255010503256,121.7475439498112,124.74788574139257,139.21634800888737,120.3120075493756,118.827867788429,129.1759991442735,129.22215975947142,133.59611671097773,126.87140027788652
A1,Mi,17,89.73946566860943,2.461458624962217,1487.711697045015,0,32.21091793186195,49.03951164519215,119.76539710560408,132.38520413611562,125.38410945530129,133.58503887905715,119.9813340972357,127.53121708419344,120.21709050670124,132.85942419517045,139.50379895317155,129.25110871056745
A1,Mi,18,88.95404359677642,2.230148459136314,1533.918247439131,2,31.747640787726503,47.09007461419216,121.89863093470062,128.36559610160174,122.24525942767286,140.241925591429,111.56228274330203,129.34542013615126,122.82522567733932,134.0500280640881,134.24195146807932,122.05618231896602
A1,Mi,19,90.02787525759274,2.3278685187242525,1572.6267445910669,1,33.45351036828373,56.81325854150332,115.6443311798124,132.01695011677035,120.30766044897076,143.2213407975465,116.38284576297464,126.74643231327455,133.36543672705156,134.1801956019904,134.736079690285,120.41420097401982
A1,Mi,20,89.90733709328526,2.7006814534364207,1598.1482764557063,0,32.48576595260331,51.31657779887395,125.9351515278019,133.19365111014594,119.28497543634758,148.16715766150548,109.26827303490656,131.51317732619518,124.2286207499032,134.67930826703503,133.6438120515174,126.60678607725136
A1,Mi,21,91.26576226270583,2.622742253811729,1572.676715075699,1,31.234515621193452,44.31717655458903,122.98700034924929,133.5058637115545,123.51218248320004,146.8785340665581,114.24972206483736,130.6278822673577,127.13464087858064,135.07789523790734,126.518624565524,117.79974558702853
A1,Mi,22,94.78351518967492,2.1306077303363344,1500.4303825271847,0,31.302847620120453,44.120564029061526,116.9951301849832,130.8484689617601,121.49942063397496,145.4483243250823,122.66989060424784,118.7545213597203,124.58503834824438,135.29571061136213,137.6305851300769,122.72877862423368
A1,Mi,23,89.94019381426257,2.06865115498961,1473.3602073868826,0,33.26137398517901,55.31925721901782,126.9213640925526,132.8195456002618,127.97377170832642,144.26707779390154,118.79464294893384,131.40595711984687,128.52100551975937,134.6870343605024,128.23017705566662,123.59662461566612
A1,Do,0,84.92112955741385,2.28033207464105,1500.570444642454,1,32.353698281384936,50.75494981800694,112.14749698188412,125.05185931714831,129.7038559399411,135.08756303230845,113.87683425001488,132.75026049512277,123.15827772568184,135.5268775307298,125.32987252540896,121.99316178024394
A1,Do,1,90.9593458024276,1.981401253293666,1572.02373689802,1,32.73360132932315,52.09242128992153,120.62612251323954,127.85297229437371,125.6114875151614,142.71649014518195,115.24430035162852,130.20295845601942,124.49004156096622,131.68549541224525,124.98697364100153,133.7478837159347
A1,Do,2,86.26841029382615,2.1614189604408183,1514.07963672154,1,31.310313567266203,45.9795281272684,121.394970811119,125.8232647337012,135.72574563886695,134.06200790485244,116.54910355113512,133.1688844046605,130.0689954872575,134.07356170561147,131.35089650133287,125.21905735989554
A1,Do,3,89.55899399511453,2.492775823358982,1660.5261500795675,0,31.155503543723505,42.94406718371418,121.57191747027424,129.9895810128991,127.07270907189894,136.13847987336763,107.8219058589328,120.43446787410488,132.8819197673105,140.52024568241677,133.51342674497994,122.32925825155952
A1,Do,4,85.13086231960277,2.412669092501005,1494.9610358581658,0,31.929929868663265,48.10225040477768,116.1501338447068,131.16892955895375,117.22052176898188,141.6544011610723,119.16764480804464,120.03132178714272,129.87028284923787,141.13834496236646,125.95179490654397,133.36286193418852
A1,Do,5,91.25705702809812,2.158997628848318,1547.2115461171147,0,32.18490888277022,49.888240754660366,115.42520466108652,130.40638421383514,132.91732512692047,138.46609803564314,121.5700473732195,123.92728255136797,125.330454493416,127.96427986892542,132.36498377986678,128.9003908985829
A1,Do,6,90.22556126281856,2.54541001199403,1512.5410379685436,1,32.162008364255705,49.51120813863728,122.91197979992032,124.647028308822,120.55126949106716,136.47856145904404,113.80559626066702,130.43593202103216,131.54044560928338,130.75950650330384,123.99490351149124,135.77871581603395
A1,Do,7,86.60564093804271,2.46726474459911,1551.5633438624336,0,31.656893154271064,47.70333104042657,124.59538241493884,128.54862727905677,126.33696157035952,141.60848903098008,111.65954773178476,134.96021174768262,127.12520121652295,131.22127420253577,134.68254921785203,120.5076600910448
A1,Do,8,90.08454347210738,2.298176200671159,1604.294778291579,0,33.09799353733389,55.39463290757305,118.49929857803754,126.74793482645003,127.6484656645272,127.37140683198756,115.31978393455466,128.1414354835355,123.03843366981953,137.5387883515575,132.26994209222897,115.98795546252892
A1,Do,9,88.06041143642268,1.7223457589614548,1564.6634657066752,0,32.23598054710475,49.799786189988616,127.65375416171848,136.09380925848657,123.93278564534896,147.45363068424976,115.74333728601056,128.3145701444098,124.93298668229532,133.48765156755937,130.05911590729386,125.85208111187744
A1,Do,10,90.4817219431496,2.3006092040306827,1571.8469084873177,0,32.29854601090542,49.49858095528622,131.44341034398838,124.78013580000872,123.95519756333984,139.35746259572096,119.94684719141064,127.46446052933696,122.14479072912071,141.03904654230502,130.41674985369386,129.39321754863022
A1,Do,11,92.28659520237665,2.29402190521954,1541.284314748263,0,32.04580646600788,49.17541201620764,112.60544215612936,130.91679959889578,124.92345075413502,142.89645749800545,115.59790184207075,125.13465529559222,133.98285750832247,134.20735213486515,131.86347730245035,120.333660204634
A1,Do,12,88.67015324642547,2.1230394571946194,1541.3526970038288,0,31.39215382453868,45.375538859771645,108.61813245704,131.424449462861,126.03546931116476,145.71163227269176,109.39588817239806,122.00431756776491,125.96638458476708,134.55828670495453,136.6067480149325,132.0528400250258
A1,Do,13,93.64343740172204,2.355308733378533,1589.9749626752075,1,31.885154374100395,48.18805619066062,120.44323348699008,138.61064302842485,123.85508569254876,140.45021418826644,116.1848070785602,127.72589842055774,123.98753633394176,141.49405662423527,127.0954127851985,118.36040964156363
A1,Do,14,92.04079613788645,2.5315629684048018,1527.429517119968,0,32.580682102945296,51.55711246398899,123.59476655332531,134.98023842902907,121.21602455715268,132.89094666629077,122.50666825977744,128.38660080578933,126.74583491772476,141.6409707092453,134.7811500470033,127.27943886040804
A1,Do,15,96.49500703470324,2.171296353923972,1596.392006404062,1,32.18772915174964,49.52350726886887,122.69148039524816,135.36253668654902,123.17523635228558,135.80395166330496,109.77595402989483,120.16821705312,138.2810356497016,129.48395817139158,130.89373188207114,123.6159335005554
A1,Do,16,90.9222200934273,2.463147442507859,1593.0236744179872,3,31.728800080924728,47.25392662144936,128.03672788009996,132.45487475819127,128.67438893024908,143.31440634333703,120.86736928742664,130.90510779351854,121.51584026022076,136.9984397587632,128.74321553104085,122.35691659125122
A1,Do,17,91.75909205626527,2.547656614286727,1551.0635788368031,1,33.238752495649415,55.80504934254118,122.82754822815772,121.19618620422092,128.76670810552267,141.90579192441388,121.44876377041372,133.3659067563498,127.30772008008113,128.87850881855317,130.95488371356987,120.7473977289535
A1,Do,18,88.25842965058584,2.417715680884122,1633.4952252175704,1,32.504238412318436,51.58989445993696,116.95108547840309,129.3299141666354,125.073440973646,136.0755084345888,118.2414021692193,129.39525925696108,130.09766221953515,130.5625391109895,129.81270849838296,128.61190678913886
A1,Do,19,88.8815005437247,2.645392770246681,1530.0181907192698,1,31.132946344748547,42.71757356405767,112.37171842714952,136.31292051713592,122.24070927053776,152.79099642834126,112.17876200671306,130.92275651598518,135.71054976283938,145.0304644407956,142.307517883182,131.0418311529657
A1,Do,20,93.0721875774344,2.418505389840236,1588.918053808332,0,32.38451397933002,51.34770616009608,116.75367210962038,134.7391290141861,128.41017225021963,126.13218568543276,119.0046831981473,127.84102105679897,123.56978772834164,130.78369697853128,131.32378552183985,127.40029790043342
A1,Do,21,85.90361393342346,2.3379695672424927,1578.8379033096537,0,32.15870978216716,49.74629311040584,118.86757950575084,125.2028038163826,123.13896611964472,145.44374309852094,124.42293152967304,137.71621764136094,125.55575289106864,129.40191283355497,132.704431234556,116.15780317218574
A1,Do,22,90.96950314255434,2.270479482740266,1526.6981749065878,2,31.77046750296429,47.42366684183568,126.95249890620372,124.44293493932784,124.74177922417458,141.02843187480343,113.1077297407677,115.6435866852127,127.19547545975404,139.50088493456232,135.89054593063008,126.773892410851
A1,Do,23,86.70641292495233,2.3790618924916966,1521.328108922888,2,31.657624729538085,47.3889787494691,115.6100870662172,125.8655982298007,123.86760554049236,141.8368275340809,119.56792313116624,125.98410524659828,135.4634428447976,133.64438199478715,131.89316352825782,121.26394160426088
A1,Fr,0,82.72727921918117,2.47680907927221,1586.8421948546218,0,32.055874209032005,48.74123213341891,120.43665528957705,133.51203284575533,125.4837494747956,139.45225354265398,111.97993862537436,134.42303394931346,123.40409930639642,129.4480024135199,134.83527758694052,118.33421344673172
A1,Fr,1,97.2443729959759,2.3159986761118283,1567.3953058162442,0,31.53095011214975,45.569242688956855,121.00284598615472,135.74318674714357,119.920890905108,140.30839924923987,117.14408250165286,133.46552803631573,128.88220777638614,133.16486080458338,127.8620488967564,125.43071941523188
A1,Fr,2,86.78358296404318,1.7157299033010784,1571.8279902078834,0,32.77772834330951,53.3095872620309,114.828135860382,126.4461994822541,125.36885053943443,146.98613211279385,115.28506568185526,126.76379681005976,127.70559095048638,131.85757568051977,135.01238604719742,121.45483144167648
A1,Fr,3,88.4686918427191,2.532386762691219,1511.5817526342964,0,31.756511303207404,47.24293949362114,118.54094365542228,122.18404595651673,129.4155488857358,139.61081401493598,114.09760043204687,145.9655378392243,129.49376454182843,131.24104474952406,129.8682120189723,130.74222854598378
A1,Fr,4,90.3398112316133,2.0123444043365266,1595.9614467287602,0,32.348808871542325,51.56443720412095,122.6837181150623,133.82695107085218,124.0408927089668,133.9044269434039,115.58860608690456,134.9128673181389,131.28180434914273,139.16903669579682,129.86122156476625,123.67226580990788
A1,Fr,5,91.45027646434382,2.190698521098249,1524.21414650335,1,31.28873069532755,44.510431616839085,116.32098042478584,131.0183604244655,125.95760481932984,141.2061906882767,117.60647645297878,130.02905279271226,129.32528022420155,134.77486588585566,137.7436674146472,132.1617101560875
A1,Fr,6,86.43296615285989,2.2489496115795493,1551.6362245770354,0,32.15598917280529,49.738899519640725,121.62898158291084,130.9719215078867,123.23416853594657,141.69241921730847,113.52299294930484,130.84230488134807,134.5879876780398,129.9672871736018,137.69939280564523,131.58557533669932
A1,Fr,7,89.64579441902676,1.8756290201982808,1519.6089006452785,0,32.313729353401826,50.97806561673838,122.72908587281007,125.80059551744633,122.1735761180046,137.94645670448793,111.68643114068534,119.8516306613021,131.81795550309928,141.28529978344545,124.4077552801763,131.21926466293158
